SenseLab_M01;
Time Zone;UTC+2:00;
Monitor;80.80.12.F1;
;
Pill n°1;24.00.1A.0B;;;;;;Pill n°2;24.00.20.3A;;;;;;Pill n°3;24.00.1A.0B;;;;;;
Sample number;Date (dd/mm/yyyy);Hour;Temperature (°C);Status;;;Sample number;Date (dd/mm/yyyy);Hour;Temperature (°C);Status;;;Sample number;Date (dd/mm/yyyy);Hour;Temperature (°C);Status;;;
803;07/06/2023;06:59:21;25.06;;;;803;07/06/2023;07:00:13;25.2;;;;803;06/06/2023;07:08:19;24.62;;;;
804;07/06/2023;07:00:21;25.07;;;;804;07/06/2023;07:01:13;25.22;;;;804;06/06/2023;07:09:19;24.6;;;;
805;07/06/2023;07:01:21;25.06;;;;805;07/06/2023;07:02:13;25.22;;;;805;06/06/2023;07:10:19;24.61;;;;
806;07/06/2023;07:02:21;25.06;;;;806;07/06/2023;07:03:13;25.21;;;;806;06/06/2023;07:11:19;24.59;;;;
807;07/06/2023;07:03:21;25.06;;;;807;07/06/2023;07:04:13;25.23;;;;807;06/06/2023;07:12:19;24.6;;;;
808;07/06/2023;07:04:21;25.07;;;;808;07/06/2023;07:05:13;25.23;;;;808;06/06/2023;07:13:19;24.61;;;;
809;07/06/2023;07:05:21;25.09;;;;809;07/06/2023;07:06:13;25.23;;;;809;06/06/2023;07:14:19;24.61;;;;
810;07/06/2023;07:06:21;25.09;;;;810;07/06/2023;07:07:13;25.23;;;;810;06/06/2023;07:15:19;24.62;;;;
811;07/06/2023;07:07:21;25.08;;;;811;07/06/2023;07:08:12;25.24;;;;811;06/06/2023;07:16:19;24.6;;;;
812;07/06/2023;07:08:21;25.08;;;;812;07/06/2023;07:09:12;25.24;;;;812;06/06/2023;07:17:19;24.61;;;;
813;07/06/2023;07:09:21;25.09;;;;813;07/06/2023;07:10:12;25.23;;;;813;06/06/2023;07:18:19;24.62;Synchronized;;;
814;07/06/2023;07:10:21;25.09;;;;814;07/06/2023;07:11:12;25.24;;;;814;06/06/2023;07:19:19;24.63;;;;
815;07/06/2023;07:11:21;25.1;;;;815;07/06/2023;07:12:12;25.27;;;;815;06/06/2023;07:20:20;24.6;;;;
816;07/06/2023;07:12:21;25.1;;;;816;07/06/2023;07:13:12;25.27;;;;816;06/06/2023;07:21:20;24.62;;;;
817;07/06/2023;07:13:21;25.13;;;;817;07/06/2023;07:14:12;25.26;;;;817;06/06/2023;07:22:20;24.63;;;;
818;07/06/2023;07:14:21;25.12;;;;818;07/06/2023;07:15:12;25.24;;;;818;06/06/2023;07:23:20;24.66;;;;
819;07/06/2023;07:15:21;25.12;;;;819;07/06/2023;07:16:12;25.27;;;;819;06/06/2023;07:24:20;24.64;;;;
820;07/06/2023;07:16:21;25.09;;;;820;07/06/2023;07:17:12;25.26;;;;820;06/06/2023;07:25:20;24.63;;;;
821;07/06/2023;07:17:21;25.13;;;;821;07/06/2023;07:18:12;25.29;;;;821;06/06/2023;07:26:20;24.63;;;;
822;07/06/2023;07:18:21;25.12;;;;822;07/06/2023;07:19:12;25.28;;;;822;06/06/2023;07:27:20;24.64;;;;
823;07/06/2023;07:19:21;25.14;;;;823;07/06/2023;07:20:12;25.27;;;;823;06/06/2023;07:28:20;24.66;;;;
824;07/06/2023;07:20:21;25.1;;;;824;07/06/2023;07:21:12;25.29;;;;824;06/06/2023;07:29:20;24.65;;;;
825;07/06/2023;07:21:21;25.11;;;;825;07/06/2023;07:22:12;25.27;;;;825;06/06/2023;07:30:20;24.66;;;;
826;07/06/2023;07:22:21;25.13;;;;826;07/06/2023;07:23:12;25.29;;;;826;06/06/2023;07:31:20;24.64;;;;
827;07/06/2023;07:23:21;25.14;;;;827;07/06/2023;07:24:12;25.27;;;;827;06/06/2023;07:32:20;24.66;;;;
828;07/06/2023;07:24:21;25.11;;;;828;07/06/2023;07:25:12;25.28;;;;828;06/06/2023;07:33:20;24.65;;;;
829;07/06/2023;07:25:21;25.14;;;;829;07/06/2023;07:26:12;25.28;;;;829;06/06/2023;07:34:20;24.66;;;;
830;07/06/2023;07:26:21;25.16;;;;830;07/06/2023;07:27:12;25.28;;;;830;06/06/2023;07:35:20;24.64;;;;
831;07/06/2023;07:27:21;25.14;;;;831;07/06/2023;07:28:12;25.3;;;;831;06/06/2023;07:36:20;24.65;;;;
832;07/06/2023;07:28:21;25.14;;;;832;07/06/2023;07:29:12;25.3;;;;832;06/06/2023;07:37:20;24.63;;;;
833;07/06/2023;07:29:21;25.15;;;;833;07/06/2023;07:30:12;25.32;;;;833;06/06/2023;07:38:20;24.64;;;;
834;07/06/2023;07:30:21;25.15;;;;834;07/06/2023;07:31:12;25.3;;;;834;06/06/2023;07:39:20;24.63;;;;
835;07/06/2023;07:31:21;25.16;;;;835;07/06/2023;07:32:12;25.34;;;;835;06/06/2023;07:40:20;24.63;;;;
836;07/06/2023;07:32:21;25.16;;;;836;07/06/2023;07:33:11;25.31;;;;836;06/06/2023;07:41:21;24.63;;;;
837;07/06/2023;07:33:21;25.16;;;;837;07/06/2023;07:34:11;25.32;;;;837;06/06/2023;07:42:21;24.64;;;;
838;07/06/2023;07:34:21;25.16;;;;838;07/06/2023;07:35:11;25.33;;;;838;06/06/2023;07:43:21;24.63;;;;
839;07/06/2023;07:35:21;25.19;;;;839;07/06/2023;07:36:11;25.34;Synchronized;;;839;06/06/2023;07:44:21;24.69;;;;
840;07/06/2023;07:36:21;25.18;;;;840;07/06/2023;07:37:11;25.34;;;;840;06/06/2023;07:45:21;24.71;;;;
841;07/06/2023;07:37:21;25.17;;;;841;07/06/2023;07:38:11;25.34;;;;841;06/06/2023;07:46:21;24.7;;;;
842;07/06/2023;07:38:21;25.16;;;;842;07/06/2023;07:39:11;25.33;;;;842;06/06/2023;07:47:21;24.69;;;;
843;07/06/2023;07:39:21;25.18;;;;843;07/06/2023;07:40:11;25.35;;;;843;06/06/2023;07:48:21;24.68;;;;
844;07/06/2023;07:40:21;25.16;;;;844;07/06/2023;07:41:11;25.35;;;;844;06/06/2023;07:49:21;24.68;;;;
845;07/06/2023;07:41:21;25.16;;;;845;07/06/2023;07:42:11;25.36;;;;845;06/06/2023;07:50:21;24.66;;;;
846;07/06/2023;07:42:21;25.18;;;;846;07/06/2023;07:43:11;25.35;;;;846;06/06/2023;07:51:21;24.66;;;;
847;07/06/2023;07:43:21;25.2;;;;847;07/06/2023;07:44:11;25.36;;;;847;06/06/2023;07:52:21;24.68;;;;
848;07/06/2023;07:44:21;25.2;;;;848;07/06/2023;07:45:11;25.38;;;;848;06/06/2023;07:53:21;24.66;;;;
849;07/06/2023;07:45:21;25.19;;;;849;07/06/2023;07:46:11;25.38;;;;849;06/06/2023;07:54:21;24.66;;;;
850;07/06/2023;07:46:21;25.22;;;;850;07/06/2023;07:47:11;25.37;;;;850;06/06/2023;07:55:21;24.77;;;;
851;07/06/2023;07:47:21;25.2;;;;851;07/06/2023;07:48:11;25.38;;;;;;;;;;;
852;07/06/2023;07:48:21;25.2;;;;852;07/06/2023;07:49:11;25.36;;;;;;;;;;;
853;07/06/2023;07:49:21;25.2;;;;853;07/06/2023;07:50:11;25.35;;;;;;;;;;;
854;07/06/2023;07:50:21;25.2;;;;854;07/06/2023;07:51:11;25.34;;;;;;;;;;;
855;07/06/2023;07:51:21;25.2;;;;855;07/06/2023;07:52:11;25.35;;;;;;;;;;;
856;07/06/2023;07:52:21;25.21;;;;856;07/06/2023;07:53:11;25.34;;;;;;;;;;;
857;07/06/2023;07:53:21;25.21;;;;857;07/06/2023;07:54:11;25.35;;;;;;;;;;;
858;07/06/2023;07:54:21;25.2;;;;858;07/06/2023;07:55:11;25.36;;;;;;;;;;;
859;07/06/2023;07:55:21;25.22;;;;859;07/06/2023;07:56:11;25.36;;;;;;;;;;;
860;07/06/2023;07:56:21;25.22;;;;860;07/06/2023;07:57:11;25.34;;;;;;;;;;;
861;07/06/2023;07:57:21;25.2;;;;861;07/06/2023;07:58:11;25.35;;;;;;;;;;;
862;07/06/2023;07:58:21;25.22;;;;862;07/06/2023;07:59:10;25.39;;;;;;;;;;;
863;07/06/2023;07:59:21;25.24;;;;863;07/06/2023;08:00:10;25.4;;;;;;;;;;;
864;07/06/2023;08:00:21;25.25;;;;864;07/06/2023;08:01:10;25.4;;;;;;;;;;;
865;07/06/2023;08:01:21;25.26;;;;865;07/06/2023;08:02:10;25.39;;;;;;;;;;;
866;07/06/2023;08:02:21;25.26;Synchronized;;;866;07/06/2023;08:03:10;25.43;Synchronized;;;;;;;;;;
867;07/06/2023;08:03:21;25.28;Synchronized;;;867;07/06/2023;08:04:10;25.51;;;;;;;;;;;
868;07/06/2023;08:04:21;25.47;;;;868;07/06/2023;08:05:10;25.77;Synchronized;;;;;;;;;;
869;07/06/2023;08:05:21;25.88;;;;869;07/06/2023;08:06:10;25.96;Synchronized;;;;;;;;;;
870;07/06/2023;08:06:21;25.88;;;;870;07/06/2023;08:07:10;26.84;Synchronized;;;;;;;;;;
871;07/06/2023;08:07:21;25.91;;;;871;07/06/2023;08:08:10;27.48;Synchronized;;;;;;;;;;
872;07/06/2023;08:08:21;25.95;;;;872;07/06/2023;08:09:10;27.88;Synchronized;;;;;;;;;;
873;07/06/2023;08:09:21;25.97;;;;873;07/06/2023;08:10:10;27.75;Synchronized;;;;;;;;;;
874;07/06/2023;08:10:21;25.98;;;;874;07/06/2023;08:11:10;28.14;;;;;;;;;;;
875;07/06/2023;08:11:21;26.01;;;;875;07/06/2023;08:12:10;29.84;;;;;;;;;;;
876;07/06/2023;08:12:21;26.02;;;;876;07/06/2023;08:13:10;29.35;Synchronized;;;;;;;;;;
877;07/06/2023;08:13:21;26.03;;;;877;07/06/2023;08:14:10;28.91;;;;;;;;;;;
878;07/06/2023;08:14:21;26.07;;;;878;07/06/2023;08:15:10;29.08;Synchronized;;;;;;;;;;
879;07/06/2023;08:15:21;26.05;;;;879;07/06/2023;08:16:10;29.27;Synchronized;;;;;;;;;;
880;07/06/2023;08:16:21;26.05;;;;880;07/06/2023;08:17:10;29.45;Synchronized;;;;;;;;;;
881;07/06/2023;08:17:21;26.07;;;;881;07/06/2023;08:18:10;28.65;Synchronized;;;;;;;;;;
882;07/06/2023;08:18:21;26.08;;;;882;07/06/2023;08:19:09;27.93;Synchronized;;;;;;;;;;
883;07/06/2023;08:19:21;26.09;;;;883;07/06/2023;08:20:09;27.38;Synchronized;;;;;;;;;;
884;07/06/2023;08:20:21;26.09;;;;884;07/06/2023;08:21:09;26.95;Synchronized;;;;;;;;;;
885;07/06/2023;08:21:21;26.11;;;;885;07/06/2023;08:22:09;26.8;;;;;;;;;;;
886;07/06/2023;08:22:21;26.11;;;;886;07/06/2023;08:23:09;26.72;;;;;;;;;;;
887;07/06/2023;08:23:21;26.12;;;;887;07/06/2023;08:24:09;27.33;Synchronized;;;;;;;;;;
888;07/06/2023;08:24:21;26.11;;;;888;07/06/2023;08:25:09;26.85;Synchronized;;;;;;;;;;
889;07/06/2023;08:25:21;26.11;;;;889;07/06/2023;08:26:09;26.51;Synchronized;;;;;;;;;;
890;07/06/2023;08:26:21;26.11;;;;890;07/06/2023;08:27:09;26.2;Synchronized;;;;;;;;;;
891;07/06/2023;08:27:21;26.13;;;;891;07/06/2023;08:28:09;26.39;;;;;;;;;;;
892;07/06/2023;08:28:21;26.13;;;;892;07/06/2023;08:29:09;27.2;Synchronized;;;;;;;;;;
893;07/06/2023;08:29:21;26.13;;;;893;07/06/2023;08:30:09;28.06;Synchronized;;;;;;;;;;
894;07/06/2023;08:30:21;26.13;;;;894;07/06/2023;08:31:09;28.8;Synchronized;;;;;;;;;;
895;07/06/2023;08:31:21;26.13;;;;895;07/06/2023;08:32:09;29.17;Synchronized;;;;;;;;;;
896;07/06/2023;08:32:21;26.13;;;;896;07/06/2023;08:33:09;29.44;Synchronized;;;;;;;;;;
897;07/06/2023;08:33:21;26.16;;;;897;07/06/2023;08:34:09;29.42;Synchronized;;;;;;;;;;
898;07/06/2023;08:34:21;26.18;;;;898;07/06/2023;08:35:08;28.57;Synchronized;;;;;;;;;;
899;07/06/2023;08:35:21;27.86;;;;899;07/06/2023;08:36:08;27.91;Synchronized;;;;;;;;;;
900;07/06/2023;08:36:21;31.41;Synchronized;;;900;07/06/2023;08:37:08;27.38;Synchronized;;;;;;;;;;
901;07/06/2023;08:37:21;32.68;;;;901;07/06/2023;08:38:08;26.96;Synchronized;;;;;;;;;;
902;07/06/2023;08:38:21;33.51;Synchronized;;;902;07/06/2023;08:39:08;26.65;Synchronized;;;;;;;;;;
903;07/06/2023;08:39:21;34.16;Synchronized;;;903;07/06/2023;08:40:08;26.41;Synchronized;;;;;;;;;;
904;07/06/2023;08:40:21;34.63;Synchronized;;;904;07/06/2023;08:41:08;26.2;Synchronized;;;;;;;;;;
905;07/06/2023;08:41:21;35.01;Synchronized;;;905;07/06/2023;08:42:08;26.05;Synchronized;;;;;;;;;;
906;07/06/2023;08:42:21;35.35;Synchronized;;;906;07/06/2023;08:43:08;25.93;Synchronized;;;;;;;;;;
907;07/06/2023;08:43:21;35.58;Synchronized;;;907;07/06/2023;08:44:08;25.82;Synchronized;;;;;;;;;;
908;07/06/2023;08:44:21;35.83;Synchronized;;;908;07/06/2023;08:45:08;25.76;Synchronized;;;;;;;;;;
909;07/06/2023;08:45:22;36.01;Synchronized;;;909;07/06/2023;08:46:08;25.7;Synchronized;;;;;;;;;;
910;07/06/2023;08:46:22;36.14;Synchronized;;;910;07/06/2023;08:47:07;25.63;Synchronized;;;;;;;;;;
911;07/06/2023;08:47:22;36.27;Synchronized;;;911;07/06/2023;08:48:07;25.59;Synchronized;;;;;;;;;;
912;07/06/2023;08:48:22;36.4;Synchronized;;;912;07/06/2023;08:49:07;25.56;Synchronized;;;;;;;;;;
913;07/06/2023;08:49:22;36.48;Synchronized;;;913;07/06/2023;08:50:07;25.52;Synchronized;;;;;;;;;;
914;07/06/2023;08:50:22;36.55;Synchronized;;;914;07/06/2023;08:51:07;25.5;Synchronized;;;;;;;;;;
915;07/06/2023;08:51:22;36.63;Synchronized;;;915;07/06/2023;08:52:07;25.49;Synchronized;;;;;;;;;;
916;07/06/2023;08:52:22;36.68;Synchronized;;;916;07/06/2023;08:53:07;25.48;;;;;;;;;;;
917;07/06/2023;08:53:22;36.7;Synchronized;;;917;07/06/2023;08:54:07;25.46;;;;;;;;;;;
918;07/06/2023;08:54:22;36.68;Synchronized;;;918;07/06/2023;08:55:07;25.46;;;;;;;;;;;
919;07/06/2023;08:55:22;36.7;Synchronized;;;919;07/06/2023;08:56:07;25.48;Synchronized;;;;;;;;;;
920;07/06/2023;08:56:22;36.68;Synchronized;;;920;07/06/2023;08:57:07;25.47;Synchronized;;;;;;;;;;
921;07/06/2023;08:57:22;36.7;Synchronized;;;921;07/06/2023;08:58:07;25.46;Synchronized;;;;;;;;;;
922;07/06/2023;08:58:22;36.77;Synchronized;;;922;07/06/2023;08:59:07;25.46;Synchronized;;;;;;;;;;
923;07/06/2023;08:59:22;36.83;Synchronized;;;923;07/06/2023;09:00:07;25.43;Synchronized;;;;;;;;;;
924;07/06/2023;09:00:23;36.82;Synchronized;;;924;07/06/2023;09:01:07;25.43;Synchronized;;;;;;;;;;
925;07/06/2023;09:01:23;36.86;Synchronized;;;925;07/06/2023;09:02:07;25.45;Synchronized;;;;;;;;;;
926;07/06/2023;09:02:23;36.84;Synchronized;;;926;07/06/2023;09:03:06;25.44;Synchronized;;;;;;;;;;
927;07/06/2023;09:03:23;36.87;Synchronized;;;927;07/06/2023;09:04:06;25.45;Synchronized;;;;;;;;;;
928;07/06/2023;09:04:23;36.84;Synchronized;;;928;07/06/2023;09:05:06;25.45;Synchronized;;;;;;;;;;
929;07/06/2023;09:05:23;36.76;Synchronized;;;929;07/06/2023;09:06:06;25.45;Synchronized;;;;;;;;;;
930;07/06/2023;09:06:23;36.76;Synchronized;;;930;07/06/2023;09:07:06;25.45;Synchronized;;;;;;;;;;
931;07/06/2023;09:07:23;36.97;Synchronized;;;931;07/06/2023;09:08:06;25.46;Synchronized;;;;;;;;;;
932;07/06/2023;09:08:23;36.95;Synchronized;;;932;07/06/2023;09:09:06;25.45;Synchronized;;;;;;;;;;
933;07/06/2023;09:09:23;37;Synchronized;;;933;07/06/2023;09:10:06;25.47;Synchronized;;;;;;;;;;
934;07/06/2023;09:10:23;36.95;Synchronized;;;934;07/06/2023;09:11:06;25.48;Synchronized;;;;;;;;;;
935;07/06/2023;09:11:23;36.94;Synchronized;;;935;07/06/2023;09:12:06;25.45;Synchronized;;;;;;;;;;
936;07/06/2023;09:12:23;36.91;Synchronized;;;936;07/06/2023;09:13:06;25.47;Synchronized;;;;;;;;;;
937;07/06/2023;09:13:23;36.9;Synchronized;;;937;07/06/2023;09:14:06;25.47;Synchronized;;;;;;;;;;
938;07/06/2023;09:14:23;36.88;Synchronized;;;938;07/06/2023;09:15:06;25.49;Synchronized;;;;;;;;;;
939;07/06/2023;09:15:24;36.91;Synchronized;;;939;07/06/2023;09:16:06;25.48;Synchronized;;;;;;;;;;
940;07/06/2023;09:16:24;36.94;Synchronized;;;940;07/06/2023;09:17:05;25.49;Synchronized;;;;;;;;;;
941;07/06/2023;09:17:24;36.97;Synchronized;;;941;07/06/2023;09:18:05;25.48;Synchronized;;;;;;;;;;
942;07/06/2023;09:18:24;36.97;Synchronized;;;942;07/06/2023;09:19:05;25.49;Synchronized;;;;;;;;;;
943;07/06/2023;09:19:24;36.94;Synchronized;;;943;07/06/2023;09:20:05;25.51;Synchronized;;;;;;;;;;
944;07/06/2023;09:20:24;36.89;Synchronized;;;944;07/06/2023;09:21:05;25.49;Synchronized;;;;;;;;;;
945;07/06/2023;09:21:24;36.9;Synchronized;;;945;07/06/2023;09:22:05;25.51;Synchronized;;;;;;;;;;
946;07/06/2023;09:22:24;36.92;;;;946;07/06/2023;09:23:05;25.52;Synchronized;;;;;;;;;;
947;07/06/2023;09:23:24;36.94;;;;947;07/06/2023;09:24:05;25.51;Synchronized;;;;;;;;;;
948;07/06/2023;09:24:24;36.92;;;;948;07/06/2023;09:25:05;25.51;Synchronized;;;;;;;;;;
949;07/06/2023;09:25:24;36.94;;;;949;07/06/2023;09:26:05;25.52;Synchronized;;;;;;;;;;
950;07/06/2023;09:26:24;36.94;;;;950;07/06/2023;09:27:05;25.53;Synchronized;;;;;;;;;;
951;07/06/2023;09:27:24;36.91;;;;951;07/06/2023;09:28:05;25.56;Synchronized;;;;;;;;;;
952;07/06/2023;09:28:24;36.94;;;;952;07/06/2023;09:29:05;25.55;Synchronized;;;;;;;;;;
953;07/06/2023;09:29:24;36.92;;;;953;07/06/2023;09:30:05;25.57;Synchronized;;;;;;;;;;
954;07/06/2023;09:30:24;36.91;;;;954;07/06/2023;09:31:04;25.55;Synchronized;;;;;;;;;;
955;07/06/2023;09:31:24;36.92;;;;955;07/06/2023;09:32:04;25.56;Synchronized;;;;;;;;;;
956;07/06/2023;09:32:24;36.91;;;;956;07/06/2023;09:33:04;25.56;Synchronized;;;;;;;;;;
957;07/06/2023;09:33:24;36.88;;;;957;07/06/2023;09:34:04;25.59;Synchronized;;;;;;;;;;
958;07/06/2023;09:34:25;36.85;;;;958;07/06/2023;09:35:04;25.59;Synchronized;;;;;;;;;;
959;07/06/2023;09:35:25;36.86;;;;959;07/06/2023;09:36:04;25.59;Synchronized;;;;;;;;;;
960;07/06/2023;09:36:25;36.95;;;;960;07/06/2023;09:37:04;25.59;Synchronized;;;;;;;;;;
961;07/06/2023;09:37:25;36.88;;;;961;07/06/2023;09:38:04;25.6;Synchronized;;;;;;;;;;
962;07/06/2023;09:38:25;36.85;;;;962;07/06/2023;09:39:04;25.59;Synchronized;;;;;;;;;;
963;07/06/2023;09:39:25;36.79;;;;963;07/06/2023;09:40:04;25.61;Synchronized;;;;;;;;;;
964;07/06/2023;09:40:25;36.62;;;;964;07/06/2023;09:41:04;25.62;Synchronized;;;;;;;;;;
965;07/06/2023;09:41:25;36.53;;;;965;07/06/2023;09:42:04;25.63;Synchronized;;;;;;;;;;
966;07/06/2023;09:42:25;36.77;;;;966;07/06/2023;09:43:04;25.7;Synchronized;;;;;;;;;;
967;07/06/2023;09:43:25;36.84;;;;967;07/06/2023;09:44:04;25.95;Synchronized;;;;;;;;;;
968;07/06/2023;09:44:26;36.8;;;;968;07/06/2023;09:45:03;26.12;Synchronized;;;;;;;;;;
969;07/06/2023;09:45:26;36.79;;;;969;07/06/2023;09:46:03;26.25;Synchronized;;;;;;;;;;
970;07/06/2023;09:46:26;36.77;;;;970;07/06/2023;09:47:03;26.36;Synchronized;;;;;;;;;;
971;07/06/2023;09:47:26;36.82;;;;971;07/06/2023;09:48:03;26.52;Synchronized;;;;;;;;;;
972;07/06/2023;09:48:26;36.85;;;;972;07/06/2023;09:49:03;26.65;Synchronized;;;;;;;;;;
973;07/06/2023;09:49:26;36.9;;;;973;07/06/2023;09:50:03;26.77;Synchronized;;;;;;;;;;
974;07/06/2023;09:50:26;36.91;;;;974;07/06/2023;09:51:03;26.81;Synchronized;;;;;;;;;;
975;07/06/2023;09:51:26;36.91;;;;975;07/06/2023;09:52:03;26.89;Synchronized;;;;;;;;;;
976;07/06/2023;09:52:26;36.89;;;;976;07/06/2023;09:53:03;26.94;Synchronized;;;;;;;;;;
977;07/06/2023;09:53:26;36.89;;;;977;07/06/2023;09:54:03;26.95;Synchronized;;;;;;;;;;
978;07/06/2023;09:54:26;36.88;;;;978;07/06/2023;09:55:03;26.95;Synchronized;;;;;;;;;;
979;07/06/2023;09:55:26;36.88;;;;979;07/06/2023;09:56:03;26.95;Synchronized;;;;;;;;;;
980;07/06/2023;09:56:26;36.88;;;;980;07/06/2023;09:57:03;26.97;Synchronized;;;;;;;;;;
981;07/06/2023;09:57:27;36.84;;;;981;07/06/2023;09:58:03;26.97;Synchronized;;;;;;;;;;
982;07/06/2023;09:58:27;36.84;;;;982;07/06/2023;09:59:02;26.99;Synchronized;;;;;;;;;;
983;07/06/2023;09:59:27;36.84;;;;983;07/06/2023;10:00:02;26.98;Synchronized;;;;;;;;;;
984;07/06/2023;10:00:27;36.85;;;;984;07/06/2023;10:01:02;27.01;Synchronized;;;;;;;;;;
985;07/06/2023;10:01:27;36.82;;;;985;07/06/2023;10:02:02;27;Synchronized;;;;;;;;;;
986;07/06/2023;10:02:27;36.8;;;;986;07/06/2023;10:03:02;26.99;Synchronized;;;;;;;;;;
987;07/06/2023;10:03:27;36.85;;;;987;07/06/2023;10:04:02;27;Synchronized;;;;;;;;;;
988;07/06/2023;10:04:27;36.87;;;;988;07/06/2023;10:05:02;27.97;;;;;;;;;;;
989;07/06/2023;10:05:27;36.9;;;;989;07/06/2023;10:06:02;29.04;Synchronized;;;;;;;;;;
990;07/06/2023;10:06:27;36.88;;;;990;07/06/2023;10:07:02;29.82;Synchronized;;;;;;;;;;
991;07/06/2023;10:07:27;36.91;;;;991;07/06/2023;10:08:01;30.42;Synchronized;;;;;;;;;;
992;07/06/2023;10:08:27;36.92;;;;992;07/06/2023;10:09:01;30.96;Synchronized;;;;;;;;;;
993;07/06/2023;10:09:27;36.88;;;;993;07/06/2023;10:10:01;31.34;Synchronized;;;;;;;;;;
994;07/06/2023;10:10:28;36.8;;;;994;07/06/2023;10:11:01;31.64;;;;;;;;;;;
995;07/06/2023;10:11:28;36.79;;;;995;07/06/2023;10:12:01;31.84;;;;;;;;;;;
996;07/06/2023;10:12:28;36.77;Synchronized;;;996;07/06/2023;10:13:01;32.09;;;;;;;;;;;
997;07/06/2023;10:13:28;36.74;;;;997;07/06/2023;10:14:01;32.23;Synchronized;;;;;;;;;;
998;07/06/2023;10:14:28;36.68;;;;998;07/06/2023;10:15:01;32.16;Synchronized;;;;;;;;;;
999;07/06/2023;10:15:28;36.66;;;;999;07/06/2023;10:16:01;32.19;Synchronized;;;;;;;;;;
1000;07/06/2023;10:16:28;36.66;;;;1000;07/06/2023;10:17:01;32.29;Synchronized;;;;;;;;;;
1001;07/06/2023;10:17:28;36.7;;;;1001;07/06/2023;10:18:01;32.34;Synchronized;;;;;;;;;;
1002;07/06/2023;10:18:28;36.67;;;;1002;07/06/2023;10:19:01;32.09;Synchronized;;;;;;;;;;
1003;07/06/2023;10:19:28;36.66;Synchronized;;;1003;07/06/2023;10:20:01;32.05;Synchronized;;;;;;;;;;
1004;07/06/2023;10:20:28;36.7;;;;1004;07/06/2023;10:21:01;32.09;Synchronized;;;;;;;;;;
1005;07/06/2023;10:21:29;36.73;;;;1005;07/06/2023;10:22:01;32.33;Synchronized;;;;;;;;;;
1006;07/06/2023;10:22:29;36.77;;;;1006;07/06/2023;10:23:01;32.42;Synchronized;;;;;;;;;;
1007;07/06/2023;10:23:29;36.82;;;;1007;07/06/2023;10:24:01;32.47;Synchronized;;;;;;;;;;
1008;07/06/2023;10:24:29;36.77;;;;1008;07/06/2023;10:25:00;32.5;Synchronized;;;;;;;;;;
1009;07/06/2023;10:25:29;36.66;;;;1009;07/06/2023;10:26:00;32.23;Synchronized;;;;;;;;;;
1010;07/06/2023;10:26:29;36.66;;;;1010;07/06/2023;10:27:00;32.22;Synchronized;;;;;;;;;;
1011;07/06/2023;10:27:29;36.67;;;;1011;07/06/2023;10:28:00;32.11;Synchronized;;;;;;;;;;
1012;07/06/2023;10:28:29;36.67;;;;1012;07/06/2023;10:29:00;31.98;Synchronized;;;;;;;;;;
1013;07/06/2023;10:29:29;36.66;;;;1013;07/06/2023;10:30:00;31.87;Synchronized;;;;;;;;;;
1014;07/06/2023;10:30:29;36.63;;;;1014;07/06/2023;10:31:00;31.95;Synchronized;;;;;;;;;;
1015;07/06/2023;10:31:29;36.66;;;;1015;07/06/2023;10:32:00;32.02;Synchronized;;;;;;;;;;
1016;07/06/2023;10:32:30;36.55;;;;1016;07/06/2023;10:33:00;32.16;Synchronized;;;;;;;;;;
1017;07/06/2023;10:33:30;36.56;;;;1017;07/06/2023;10:34:00;32.48;Synchronized;;;;;;;;;;
1018;07/06/2023;10:34:30;36.54;;;;1018;07/06/2023;10:35:00;32.11;Synchronized;;;;;;;;;;
1019;07/06/2023;10:35:30;36.59;;;;1019;07/06/2023;10:36:00;31.74;;;;;;;;;;;
1020;07/06/2023;10:36:30;36.59;Synchronized;;;1020;07/06/2023;10:37:00;32.02;;;;;;;;;;;
1021;07/06/2023;10:37:30;36.62;;;;1021;07/06/2023;10:38:00;32.09;Synchronized;;;;;;;;;;
1022;07/06/2023;10:38:30;36.66;;;;1022;07/06/2023;10:39:00;31.91;;;;;;;;;;;
1023;07/06/2023;10:39:30;36.66;;;;1023;07/06/2023;10:40:00;31.79;;;;;;;;;;;
1024;07/06/2023;10:40:30;36.65;Synchronized;;;1024;07/06/2023;10:41:00;31.69;Synchronized;;;;;;;;;;
1025;07/06/2023;10:41:30;36.66;;;;1025;07/06/2023;10:42:00;31.66;;;;;;;;;;;
1026;07/06/2023;10:42:31;36.65;;;;1026;07/06/2023;10:43:00;31.72;Synchronized;;;;;;;;;;
1027;07/06/2023;10:43:31;36.7;;;;1027;07/06/2023;10:43:59;31.77;Synchronized;;;;;;;;;;
1028;07/06/2023;10:44:30;36.77;;;;1028;07/06/2023;10:44:59;31.59;;;;;;;;;;;
1029;07/06/2023;10:45:31;36.84;;;;1029;07/06/2023;10:45:59;31.16;;;;;;;;;;;
1030;07/06/2023;10:46:31;36.85;;;;1030;07/06/2023;10:46:59;30.98;Synchronized;;;;;;;;;;
1031;07/06/2023;10:47:31;36.88;;;;1031;07/06/2023;10:47:59;30.95;Synchronized;;;;;;;;;;
1032;07/06/2023;10:48:31;36.9;;;;1032;07/06/2023;10:48:59;30.92;;;;;;;;;;;
